trip_id,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup,dropoff,cab_type,precipitation,snow_depth,snowfall,max_temperature,min_temperature,average_wind_speed,pickup_nyct2010_gid,pickup_ctlabel,pickup_borocode,pickup_boroname,pickup_ct2010,pickup_boroct2010,pickup_cdeligibil,pickup_ntacode,pickup_ntaname,pickup_puma,dropoff_nyct2010_gid,dropoff_ctlabel,dropoff_borocode,dropoff_boroname,dropoff_ct2010,dropoff_boroct2010,dropoff_cdeligibil,dropoff_ntacode,dropoff_ntaname,dropoff_puma,10mbin
"1,020,490,209",VTS,09:00.0,23:00.0,,1,-73.998653,40.720067,-74.009187,40.737987,1,1.79,10.5,0.5,0.5,2.2,0,,,13.7,CRD,,,,yellow,,,,82,60,,1148,45,1,Manhattan,4500,1004500,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,00:00.0
"1,020,489,677",CMT,09:12.0,17:53.0,N,1,-73.99063,40.737207,-73.979216,40.761663,1,2.3,9,0.5,0.5,0,0,,,10,CSH,,,,yellow,,,,82,60,,2037,52,1,Manhattan,5200,1005200,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,1283,131,1,Manhattan,13100,1013100,I,MN17,Midtown-Midtown South,3807,00:00.0
"1,020,482,550",CMT,09:18.0,14:38.0,N,1,-73.947311,40.748286,-73.926638,40.762626,1,1.7,7,0.5,0.5,0,0,,,8,CSH,,,,yellow,,,,82,60,,1929,19,4,Queens,1900,4001900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,1211,75,4,Queens,7500,4007500,E,QN70,Astoria,4101,00:00.0
"1,020,446,133",CMT,09:43.0,15:11.0,N,1,-73.96125,40.760995,-73.967939,40.755733,1,0.6,5.5,0.5,0.5,1.3,0,,,7.8,CRD,,,,yellow,,,,82,60,,1757,110,1,Manhattan,11000,1011000,I,MN31,Lenox Hill-Roosevelt Island,3805,14,98,1,Manhattan,9800,1009800,I,MN19,Turtle Bay-East Midtown,3808,00:00.0
"1,020,441,674",VTS,00:00.0,11:00.0,,1,-73.982805,40.76668,-73.997462,40.741657,2,2.04,10,0.5,0.5,0,0,,,11,CSH,,,,yellow,,,,86,66,,1284,137,1,Manhattan,13700,1013700,I,MN17,Midtown-Midtown South,3807,1167,87,1,Manhattan,8700,1008700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,00:00.0
"1,020,462,777",VTS,00:00.0,04:00.0,,1,-73.97256,40.793767,-73.966083,40.790002,1,0.5,5,0.5,0.5,0,0,,,6,CSH,,,,yellow,,,,86,66,,1704,183,1,Manhattan,18300,1018300,I,MN12,Upper West Side,3806,1303,177,1,Manhattan,17700,1017700,I,MN12,Upper West Side,3806,00:00.0
"1,020,481,860",VTS,00:00.0,05:00.0,,1,-73.980112,40.761067,-73.959738,40.771165,3,1.73,6.5,0.5,0.5,1.5,0,,,9,CRD,,,,yellow,,,,86,66,,1283,131,1,Manhattan,13100,1013100,I,MN17,Midtown-Midtown South,3807,1042,128,1,Manhattan,12800,1012800,I,MN40,Upper East Side-Carnegie Hill,3805,00:00.0
"1,020,482,856",VTS,00:00.0,08:00.0,,1,-73.971802,40.782352,-73.966557,40.769917,1,1.51,7.5,0.5,0.5,0,0,,,8.5,CSH,,,,yellow,,,,86,66,,1302,165,1,Manhattan,16500,1016500,I,MN12,Upper West Side,3806,1252,122,1,Manhattan,12200,1012200,I,MN40,Upper East Side-Carnegie Hill,3805,00:00.0
"1,020,476,138",CMT,00:57.0,26:32.0,N,1,-73.983486,40.725305,-73.906546,40.753405,1,7.9,26.5,0.5,0.5,2.5,0,,,30,CRD,,,,yellow,,,,86,66,,10,32,1,Manhattan,3200,1003200,I,MN22,East Village,3809,1261,295,4,Queens,29500,4029500,I,QN63,Woodside,4109,00:00.0
"1,020,451,370",CMT,02:27.0,33:21.0,N,1,-73.990752,40.717507,-73.835993,40.688266,1,12,35.5,0.5,0.5,3.5,0,,,40,CRD,,,,yellow,,,,86,66,,1475,18,1,Manhattan,1800,1001800,E,MN27,Chinatown,3809,1874,110,4,Queens,11000,4011000,E,QN54,Richmond Hill,4111,00:00.0
"1,020,443,972",CMT,02:57.0,15:45.0,N,1,-73.979594,40.762638,-73.95848,40.7606,1,1.5,10,0.5,0.5,0,0,,,11,CSH,,,,yellow,,,,86,66,,1283,131,1,Manhattan,13100,1013100,I,MN17,Midtown-Midtown South,3807,1756,106.02,1,Manhattan,10602,1010602,I,MN31,Lenox Hill-Roosevelt Island,3805,00:00.0
"1,020,468,026",CMT,03:08.0,15:06.0,N,1,,,-73.989454,40.740752,1,2.4,10.5,0.5,0.5,0,0,,,11.5,CSH,,,,yellow,,,,86,66,,,,,,,,,,,,934,56,1,Manhattan,5600,1005600,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,00:00.0
"1,020,449,548",CMT,03:14.0,12:05.0,N,1,-73.987005,40.732354,-74.009218,40.738129,4,1.3,7.5,0.5,0.5,0,0,,,8.5,CSH,,,,yellow,,,,86,66,,861,40,1,Manhattan,4000,1004000,I,MN22,East Village,3809,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,00:00.0
"1,020,452,704",VTS,04:00.0,14:00.0,,1,-73.991037,40.730227,-73.982085,40.723902,1,1.07,7.5,0.5,0.5,0,0,,,8.5,CSH,,,,yellow,,,,86,66,,1472,57,1,Manhattan,5700,1005700,I,MN23,West Village,3810,10,32,1,Manhattan,3200,1003200,I,MN22,East Village,3809,00:00.0
"1,020,437,414",CMT,04:11.0,17:28.0,N,1,-73.979267,40.740352,-74.009599,40.728948,1,2.4,11,0.5,0.5,2.4,0,,,14.4,CRD,,,,yellow,,,,86,66,,1525,66,1,Manhattan,6600,1006600,I,MN20,Murray Hill-Kips Bay,3808,1805,37,1,Manhattan,3700,1003700,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,00:00.0
"1,020,465,282",CMT,04:19.0,20:22.0,N,1,-73.985266,40.759659,-73.950874,40.769935,1,3.2,14,0.5,0.5,3,0,,,18,CRD,,,,yellow,,,,86,66,,902,125,1,Manhattan,12500,1012500,I,MN17,Midtown-Midtown South,3807,1953,132,1,Manhattan,13200,1013200,I,MN31,Lenox Hill-Roosevelt Island,3805,00:00.0
"1,020,474,802",CMT,04:23.0,13:12.0,N,1,-73.94956,40.76849,-73.965307,40.758224,1,1.4,8,0.5,0.5,1.8,0,,,10.8,CRD,,,,yellow,,,,86,66,,1953,132,1,Manhattan,13200,1013200,I,MN31,Lenox Hill-Roosevelt Island,3805,923,108,1,Manhattan,10800,1010800,I,MN19,Turtle Bay-East Midtown,3808,00:00.0
"1,020,464,129",VTS,05:00.0,12:00.0,,1,-73.993005,40.744117,-73.985885,40.744565,1,0.73,6,0.5,0.5,0,0,,,7,CSH,,,,yellow,,,,86,66,,1156,91,1,Manhattan,9100,1009100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,1667,74,1,Manhattan,7400,1007400,I,MN17,Midtown-Midtown South,3807,00:00.0
"1,020,477,621",VTS,05:00.0,23:00.0,,1,-73.9949,40.734155,-73.991445,40.688,2,4.09,16.5,0.5,0.5,3.4,0,,,20.9,CRD,,,,yellow,,,,86,66,,969,61,1,Manhattan,6100,1006100,I,MN23,West Village,3810,1626,43,3,Brooklyn,4300,3004300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,00:00.0
"1,020,487,895",CMT,05:54.0,11:40.0,N,1,-74.003747,40.742038,-73.988876,40.74868,1,1.2,6.5,0.5,0.5,0,0,,,7.5,CSH,,,,yellow,,,,86,66,,1355,83,1,Manhattan,8300,1008300,E,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,899,101,1,Manhattan,10100,1010100,I,MN17,Midtown-Midtown South,3807,00:00.0
"1,020,454,191",VTS,06:00.0,27:00.0,,1,-73.990742,40.730297,-73.970122,40.786552,5,4.75,18,0.5,0.5,3,0,,,22,CRD,,,,yellow,,,,86,66,,1472,57,1,Manhattan,5700,1005700,I,MN23,West Village,3810,905,173,1,Manhattan,17300,1017300,I,MN12,Upper West Side,3806,00:00.0
"1,020,458,277",VTS,06:00.0,23:00.0,,1,-73.966182,40.804927,-73.995385,40.749842,1,5.45,19,0.5,0.5,2.5,0,,,22.5,CRD,,,,yellow,,,,86,66,,1839,199,1,Manhattan,19900,1019900,I,MN09,Morningside Heights,3802,1895,103,1,Manhattan,10300,1010300,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,00:00.0
"1,020,479,791",CMT,06:49.0,19:18.0,N,1,-73.954465,40.772562,-73.983402,40.726107,1,4.1,14.5,0.5,0.5,3.1,0,,,18.6,CRD,,,,yellow,,,,86,66,,1242,134,1,Manhattan,13400,1013400,I,MN31,Lenox Hill-Roosevelt Island,3805,10,32,1,Manhattan,3200,1003200,I,MN22,East Village,3809,00:00.0
"1,020,434,988",VTS,07:00.0,15:00.0,,1,-73.96921,40.78528,-73.966677,40.799032,1,1.29,7,0.5,0.5,1.5,0,,,9.5,CRD,,,,yellow,,,,86,66,,1835,143,1,Manhattan,14300,1014300,I,MN99,park-cemetery-etc-Manhattan,3806,1235,189,1,Manhattan,18900,1018900,E,MN12,Upper West Side,3806,00:00.0
"1,020,490,796",CMT,07:05.0,43:52.0,N,2,-73.782213,40.644478,-73.99753,40.719065,1,18.2,52,0,0.5,0,0,,,52.5,CSH,,,,yellow,,,,86,66,,2056,716,4,Queens,71600,4071600,I,QN98,Airport,4105,1476,41,1,Manhattan,4100,1004100,E,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,00:00.0
"1,020,456,914",VTS,08:00.0,14:00.0,,1,-73.97786,40.725507,-73.991615,40.726342,1,0.99,6,0.5,0.5,1.3,0,,,8.3,CRD,,,,yellow,,,,86,66,,2157,28,1,Manhattan,2800,1002800,E,MN28,Lower East Side,3809,1470,38,1,Manhattan,3800,1003800,I,MN22,East Village,3809,00:00.0
"1,020,460,330",VTS,08:00.0,14:00.0,,1,-73.967365,40.76317,-73.948617,40.781527,6,2,8,0.5,0.5,0,0,,,9,CSH,,,,yellow,,,,86,66,,22,114.02,1,Manhattan,11402,1011402,I,MN40,Upper East Side-Carnegie Hill,3805,31,154,1,Manhattan,15400,1015400,I,MN32,Yorkville,3805,00:00.0
"1,020,472,774",VTS,08:00.0,13:00.0,,1,-73.992862,40.75829,-74.002558,40.76072,1,0.82,5.5,0.5,0.5,0,0,,,6.5,CSH,,,,yellow,,,,86,66,,1699,115,1,Manhattan,11500,1011500,I,MN15,Clinton,3807,2099,117,1,Manhattan,11700,1011700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,00:00.0
"1,020,484,893",VTS,08:00.0,15:00.0,,1,-73.955248,40.804407,-73.937523,40.800257,3,1.15,7,0.5,0.5,1.5,0,,,9.5,CRD,,,,yellow,,,,86,66,,40,218,1,Manhattan,21800,1021800,E,MN11,Central Harlem South,3803,1768,194,1,Manhattan,19400,1019400,E,MN34,East Harlem North,3804,00:00.0
"1,020,463,151",CMT,08:13.0,14:47.0,N,1,-73.994917,40.731593,-74.007764,40.73807,1,1,6,0.5,0.5,1.5,0,,,8.5,CRD,,,,yellow,,,,86,66,,931,59,1,Manhattan,5900,1005900,I,MN23,West Village,3810,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,00:00.0
"1,020,443,203",VTS,09:00.0,18:00.0,,1,-73.986215,40.730355,-73.996132,40.723567,1,0.88,6.5,0.5,0.5,0,0,,,7.5,CSH,,,,yellow,,,,86,66,,861,40,1,Manhattan,4000,1004000,I,MN22,East Village,3809,1469,43,1,Manhattan,4300,1004300,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,00:00.0
"1,020,452,194",CMT,09:13.0,29:47.0,N,1,-73.991302,40.750065,-74.015995,40.706148,1,4.3,17.5,0.5,0.5,4.6,0,,,23.1,CRD,,,,yellow,,,,86,66,,899,101,1,Manhattan,10100,1010100,I,MN17,Midtown-Midtown South,3807,2101,13,1,Manhattan,1300,1001300,I,MN25,Battery Park City-Lower Manhattan,3810,00:00.0
"1,020,485,372",CMT,09:34.0,15:04.0,N,1,-73.968197,40.770686,-73.982506,40.750543,1,1.5,7,0.5,0.5,0,0,,,8,CSH,,,,yellow,,,,86,66,,1252,122,1,Manhattan,12200,1012200,I,MN40,Upper East Side-Carnegie Hill,3805,1885,82,1,Manhattan,8200,1008200,I,MN20,Murray Hill-Kips Bay,3808,00:00.0
"1,020,488,043",CMT,09:49.0,15:44.0,N,1,-73.988604,40.749091,-73.987683,40.760018,1,1.1,6.5,0.5,0.5,1.5,0,,,9,CRD,,,,yellow,,,,86,66,,899,101,1,Manhattan,10100,1010100,I,MN17,Midtown-Midtown South,3807,902,125,1,Manhattan,12500,1012500,I,MN17,Midtown-Midtown South,3807,00:00.0
"1,020,483,551",CMT,00:27.0,09:39.0,N,1,-73.98261,40.771878,-74.006362,40.740501,1,2.6,10,0.5,0.5,0,0,,,11,CSH,,,,yellow,,,,73,63,,1347,149,1,Manhattan,14900,1014900,I,MN14,Lincoln Square,3806,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,00:00.0
"1,020,433,796",CMT,01:09.0,08:50.0,N,1,-74.007888,40.740326,-73.986919,40.760955,1,2,8.5,0.5,0.5,2.85,0,,,12.35,CRD,,,,yellow,,,,73,63,,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,902,125,1,Manhattan,12500,1012500,I,MN17,Midtown-Midtown South,3807,00:00.0
"1,020,475,275",CMT,02:05.0,24:40.0,N,1,-73.99101,40.760937,-73.956284,40.713477,1,5.9,21.5,0.5,0.5,5.62,0,,,28.12,CRD,,,,yellow,,,,73,63,,1163,121,1,Manhattan,12100,1012100,E,MN15,Clinton,3807,1137,519,3,Brooklyn,51900,3051900,I,BK73,North Side-South Side,4001,00:00.0
"1,020,464,529",VTS,03:00.0,16:00.0,,1,-73.980505,40.74814,-74.009385,40.705727,1,5.27,18,0.5,0.5,3.7,0,,,22.7,CRD,,,,yellow,,,,73,63,,1413,80,1,Manhattan,8000,1008000,I,MN20,Murray Hill-Kips Bay,3808,1791,7,1,Manhattan,700,1000700,I,MN25,Battery Park City-Lower Manhattan,3810,00:00.0
"1,020,434,016",CMT,03:05.0,20:03.0,N,1,-73.870594,40.773573,-73.964925,40.759981,1,6.3,20.5,0.5,0.5,0,0,,,21.5,CSH,,,,yellow,,,,73,63,,1840,331,4,Queens,33100,4033100,I,QN98,Airport,4102,923,108,1,Manhattan,10800,1010800,I,MN19,Turtle Bay-East Midtown,3808,00:00.0
"1,020,470,596",CMT,03:13.0,08:47.0,N,1,-73.975522,40.745249,-73.989471,40.726409,1,1.5,7,0.5,0.5,0,0,,,8,CSH,,,,yellow,,,,73,63,,1440,78,1,Manhattan,7800,1007800,I,MN20,Murray Hill-Kips Bay,3808,1470,38,1,Manhattan,3800,1003800,I,MN22,East Village,3809,00:00.0
"1,020,437,910",CMT,03:36.0,15:03.0,N,1,-73.982186,40.746532,-73.974146,40.724633,1,2.2,11,0.5,0.5,0,0,,,12,CSH,,,,yellow,,,,73,63,,1667,74,1,Manhattan,7400,1007400,I,MN17,Midtown-Midtown South,3807,1936,24,1,Manhattan,2400,1002400,E,MN28,Lower East Side,3809,00:00.0
"1,020,490,194",CMT,03:52.0,14:15.0,N,1,-73.977481,40.751072,-74.007234,40.741154,1,2.3,10,0.5,0.5,0,0,,,11,CSH,,,,yellow,,,,73,63,,1413,80,1,Manhattan,8000,1008000,I,MN20,Murray Hill-Kips Bay,3808,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,00:00.0
"1,020,431,963",VTS,04:00.0,10:00.0,,1,-74.00864,40.732132,-74.017052,40.707597,1,1.97,7.5,0.5,0.5,0,0,,,8.5,CSH,,,,yellow,,,,73,63,,1429,69,1,Manhattan,6900,1006900,I,MN23,West Village,3810,2102,317.04,1,Manhattan,31704,1031704,I,MN25,Battery Park City-Lower Manhattan,3810,00:00.0
"1,020,464,336",VTS,04:00.0,20:00.0,,1,-73.930687,40.703997,-73.95841,40.713137,1,3.13,13,0.5,0.5,0,0,,,14,CSH,,,,yellow,,,,73,63,,1833,453,3,Brooklyn,45300,3045300,E,BK77,Bushwick North,4002,1727,523,3,Brooklyn,52300,3052300,E,BK73,North Side-South Side,4001,00:00.0
"1,020,438,745",CMT,05:09.0,23:31.0,N,1,-73.951209,40.785743,-73.977817,40.735725,1,4.2,15,0.5,0.5,3.2,0,,,19.2,CRD,,,,yellow,,,,73,63,,1177,158.01,1,Manhattan,15801,1015801,I,MN40,Upper East Side-Carnegie Hill,3805,2152,60,1,Manhattan,6000,1006000,I,MN50,Stuyvesant Town-Cooper Village,3808,00:00.0
"1,020,436,040",VTS,07:00.0,24:00.0,,1,-73.997445,40.741567,-73.92248,40.760622,4,6.26,19,0.5,0.5,0,0,,,20,CSH,,,,yellow,,,,73,63,,1167,87,1,Manhattan,8700,1008700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,1384,61,4,Queens,6100,4006100,I,QN70,Astoria,4101,00:00.0
"1,020,447,432",VTS,07:00.0,23:00.0,,1,-73.97483,40.741802,-73.992847,40.768252,1,2.81,13,0.5,0.5,0,0,,,14,CSH,,,,yellow,,,,73,63,,1621,62,1,Manhattan,6200,1006200,I,MN20,Murray Hill-Kips Bay,3808,903,135,1,Manhattan,13500,1013500,E,MN15,Clinton,3807,00:00.0
"1,020,451,627",CMT,07:48.0,10:58.0,N,1,-73.973732,40.792504,-73.981442,40.781389,1,0.8,5,0.5,0.5,1,0,,,7,CRD,,,,yellow,,,,73,63,,1703,179,1,Manhattan,17900,1017900,I,MN12,Upper West Side,3806,1947,163,1,Manhattan,16300,1016300,I,MN12,Upper West Side,3806,00:00.0
"1,020,435,982",CMT,07:53.0,11:24.0,N,1,-73.99914,40.749121,-74.00734,40.741214,2,0.8,4.5,0.5,0.5,0,0,,,5.5,CSH,,,,yellow,,,,73,63,,1518,97,1,Manhattan,9700,1009700,E,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,1359,79,1,Manhattan,7900,1007900,I,MN23,West Village,3810,00:00.0
"1,020,446,868",VTS,08:00.0,21:00.0,,1,-73.971385,40.74461,-73.99349,40.687097,3,6.1,19,0.5,0.5,3.9,0,,,23.9,CRD,,,,yellow,,,,73,63,,1507,86.01,1,Manhattan,8601,1008601,I,MN19,Turtle Bay-East Midtown,3808,65,69,3,Brooklyn,6900,3006900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,00:00.0
"1,020,457,507",CMT,08:12.0,13:09.0,N,1,-73.95783,40.780552,-73.97826,40.788415,1,1.3,6.5,0.5,0.5,0,0,,,7.5,CSH,,,,yellow,,,,73,63,,1098,150.02,1,Manhattan,15002,1015002,I,MN40,Upper East Side-Carnegie Hill,3805,1702,171,1,Manhattan,17100,1017100,I,MN12,Upper West Side,3806,00:00.0
"1,020,468,456",VTS,09:00.0,12:00.0,,1,-73.944015,40.711585,-73.956237,40.714187,1,0.88,5,0.5,0.5,0,0,,,6,CSH,,,,yellow,,,,73,63,,239,495,3,Brooklyn,49500,3049500,I,BK90,East Williamsburg,4001,1137,519,3,Brooklyn,51900,3051900,I,BK73,North Side-South Side,4001,00:00.0
"1,020,445,805",VTS,03:00.0,15:00.0,,1,,,,,1,2.7,11.5,0.5,0.5,2,0,,,14.5,CRD,,,,yellow,,,,77,65,,,,,,,,,,,,,,,,,,,,,,00:00.0
"1,020,470,440",VTS,03:00.0,11:00.0,,1,-73.974692,40.734752,-73.997642,40.736265,1,1.74,8.5,0.5,0.5,1.5,0,,,11,CRD,,,,yellow,,,,77,65,,2152,60,1,Manhattan,6000,1006000,I,MN50,Stuyvesant Town-Cooper Village,3808,1442,71,1,Manhattan,7100,1007100,I,MN23,West Village,3810,00:00.0
"1,020,441,087",VTS,07:00.0,20:00.0,,1,-73.875093,40.77404,-73.940188,40.716687,1,6.46,20,0.5,0.5,3,0,,,24,CRD,,,,yellow,,,,77,65,,1840,331,4,Queens,33100,4033100,I,QN98,Airport,4102,1043,477,3,Brooklyn,47700,3047700,E,BK90,East Williamsburg,4001,00:00.0
"1,020,452,398",CMT,07:57.0,30:11.0,N,1,-74.006766,40.744201,-73.989651,40.691199,2,6.7,23.5,0.5,0.5,0,0,,,24.5,CSH,,,,yellow,,,,77,65,,2098,99,1,Manhattan,9900,1009900,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,2148,9,3,Brooklyn,900,3000900,I,BK09,Brooklyn Heights-Cobble Hill,4004,00:00.0
"1,020,451,739",CMT,08:45.0,14:57.0,N,1,-73.979566,40.750902,-73.959344,40.763307,1,1.5,7,0.5,0.5,1.5,0,,,9.5,CRD,,,,yellow,,,,77,65,,1885,82,1,Manhattan,8200,1008200,I,MN20,Murray Hill-Kips Bay,3808,1974,118,1,Manhattan,11800,1011800,I,MN31,Lenox Hill-Roosevelt Island,3805,00:00.0
"1,020,455,439",CMT,00:38.0,03:02.0,N,1,-73.973254,40.758091,-73.977605,40.75652,1,0.3,3.5,0.5,0.5,0,0,,,4.5,CSH,,,,yellow,,,,70,61,,15,100,1,Manhattan,10000,1010000,I,MN19,Turtle Bay-East Midtown,3808,1249,94,1,Manhattan,9400,1009400,E,MN17,Midtown-Midtown South,3807,00:00.0
"1,020,468,210",VTS,02:00.0,20:00.0,,1,-73.981935,40.76836,-74.004145,40.707515,2,6.49,21,0.5,0.5,2,0,,,24,CRD,,,,yellow,,,,70,61,,1346,145,1,Manhattan,14500,1014500,I,MN14,Lincoln Square,3806,1036,15.02,1,Manhattan,1502,1001502,I,MN25,Battery Park City-Lower Manhattan,3810,00:00.0
"1,020,484,984",CMT,02:17.0,18:43.0,N,1,-73.985013,40.762588,-74.012609,40.701687,1,6.1,20,0.5,0.5,0,0,,,21,CSH,,,,yellow,,,,70,61,,1283,131,1,Manhattan,13100,1013100,I,MN17,Midtown-Midtown South,3807,1792,9,1,Manhattan,900,1000900,I,MN25,Battery Park City-Lower Manhattan,3810,00:00.0
"1,020,470,696",CMT,02:30.0,14:54.0,Y,1,-73.873211,40.774162,-73.985678,40.718026,1,8.8,24.5,0.5,0.5,4.5,0,,,30,CRD,,,,yellow,,,,70,61,,1840,331,4,Queens,33100,4033100,I,QN98,Airport,4102,1506,14.02,1,Manhattan,1402,1001402,E,MN28,Lower East Side,3809,00:00.0
"1,020,484,187",CMT,03:08.0,09:14.0,N,1,-73.980556,40.730615,-73.986207,40.718854,1,1,6,0.5,0.5,0,0,,,7,CSH,,,,yellow,,,,70,61,,2158,44,1,Manhattan,4400,1004400,I,MN50,Stuyvesant Town-Cooper Village,3808,1506,14.02,1,Manhattan,1402,1001402,E,MN28,Lower East Side,3809,00:00.0
"1,020,434,821",CMT,04:51.0,11:26.0,N,1,-73.983936,40.761588,-73.998538,40.739935,1,1.6,7.5,0.5,0.5,2.1,0,,,10.6,CRD,,,,yellow,,,,70,61,,1283,131,1,Manhattan,13100,1013100,I,MN17,Midtown-Midtown South,3807,1165,81,1,Manhattan,8100,1008100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,00:00.0
"1,020,434,787",VTS,05:00.0,12:00.0,,1,-73.9922,40.74958,-73.995487,40.76423,2,1.45,7,0.5,0.5,1.5,0,,,9.5,CRD,,,,yellow,,,,70,61,,899,101,1,Manhattan,10100,1010100,I,MN17,Midtown-Midtown South,3807,1164,129,1,Manhattan,12900,1012900,I,MN15,Clinton,3807,00:00.0
"1,020,457,445",CMT,05:11.0,12:13.0,N,1,-73.982041,40.778985,-73.991679,40.757839,2,1.6,7.5,0.5,0.5,1.7,0,,,10.2,CRD,,,,yellow,,,,70,61,,1946,159,1,Manhattan,15900,1015900,I,MN14,Lincoln Square,3806,1699,115,1,Manhattan,11500,1011500,I,MN15,Clinton,3807,00:00.0
"1,020,438,941",CMT,05:55.0,24:32.0,N,1,,,,,2,4,16,0.5,0.5,3.4,0,,,20.4,CRD,,,,yellow,,,,70,61,,,,,,,,,,,,,,,,,,,,,,00:00.0
"1,020,485,087",CMT,07:22.0,59:43.0,N,1,-74.006405,40.733191,-73.933482,40.697623,1,6.4,29.5,0.5,0.5,0,0,,,30.5,CSH,,,,yellow,,,,70,61,,1430,75,1,Manhattan,7500,1007500,I,MN23,West Village,3810,1812,389,3,Brooklyn,38900,3038900,E,BK78,Bushwick South,4002,00:00.0
"1,020,471,423",CMT,07:28.0,18:53.0,N,1,-73.999807,40.734805,-74.010292,40.706187,2,2.7,11,0.5,0.5,3,0,,,15,CRD,,,,yellow,,,,70,61,,1442,71,1,Manhattan,7100,1007100,I,MN23,West Village,3810,1791,7,1,Manhattan,700,1000700,I,MN25,Battery Park City-Lower Manhattan,3810,00:00.0
"1,020,468,050",VTS,08:00.0,14:00.0,,1,-73.9922,40.75095,-73.988275,40.739437,5,1.15,6.5,0.5,0.5,0,0,,,7.5,CSH,,,,yellow,,,,70,61,,899,101,1,Manhattan,10100,1010100,I,MN17,Midtown-Midtown South,3807,934,56,1,Manhattan,5600,1005600,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,00:00.0
"1,020,443,605",VTS,09:00.0,32:00.0,,1,-73.987748,40.719177,-73.948617,40.810822,2,8.91,27.5,0.5,0.5,0,0,,,28.5,CSH,,,,yellow,,,,70,61,,1475,18,1,Manhattan,1800,1001800,E,MN27,Chinatown,3809,1647,224,1,Manhattan,22400,1022400,E,MN03,Central Harlem North-Polo Grounds,3803,00:00.0
"1,020,445,093",VTS,09:00.0,26:00.0,,1,-74.01012,40.720287,-73.986702,40.702867,5,4.09,15.5,0.5,0.5,4,0,,,20.5,CRD,,,,yellow,,,,70,61,,1806,39,1,Manhattan,3900,1003900,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,2040,21,3,Brooklyn,2100,3002100,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,00:00.0
"1,020,444,869",CMT,09:18.0,19:46.0,N,1,-73.988389,40.721232,-73.956062,40.767391,1,3.6,12.5,0.5,0.5,2.7,0,,,16.2,CRD,,,,yellow,,,,70,61,,929,30.01,1,Manhattan,3001,1003001,E,MN27,Chinatown,3809,1952,124,1,Manhattan,12400,1012400,I,MN31,Lenox Hill-Roosevelt Island,3805,00:00.0
"1,020,456,580",VTS,03:00.0,18:00.0,,1,-73.988437,40.764207,-73.993057,40.730762,3,3.03,13,0.5,0.5,2.7,0,,,16.7,CRD,,,,yellow,,,,73,60,,1161,133,1,Manhattan,13300,1013300,I,MN15,Clinton,3807,1472,57,1,Manhattan,5700,1005700,I,MN23,West Village,3810,00:00.0
"1,020,443,306",VTS,05:00.0,12:00.0,,1,-73.997372,40.725815,-73.98941,40.718757,1,0.91,6.5,0.5,0.5,0,0,,,7.5,CSH,,,,yellow,,,,73,60,,1183,55.01,1,Manhattan,5501,1005501,I,MN23,West Village,3810,1475,18,1,Manhattan,1800,1001800,E,MN27,Chinatown,3809,00:00.0
"1,020,445,605",VTS,05:00.0,16:00.0,,1,-73.987197,40.720677,-73.9901,40.68996,3,4.67,15,0.5,0.5,1.5,0,,,17.5,CRD,,,,yellow,,,,73,60,,929,30.01,1,Manhattan,3001,1003001,E,MN27,Chinatown,3809,2148,9,3,Brooklyn,900,3000900,I,BK09,Brooklyn Heights-Cobble Hill,4004,00:00.0
